Informasi nama, keahlian, jadwal, dan gaya bimbingan dosen

Nama Dosen Pembimbing	Keahlian	Jadwal Bimbingan	Gaya Bimbingan
Liliana S.T. M.Eng. Ph.D.	Computer Vision, Virtual Reality Game Development, Aritificial Intelligence.	Senin 16.00 - 18.00   Selasa 16.00 - 18.00	Liliana merupakan seorang dosen pembimbing yang tidak hanya fokus pada keperluan akademis mahasiswa bimbingan. Beliau cenderung juga membantu mahasiswa secara psikologis. Beliau siap mendengar keluh kesah mahasiswa bimbingan sekaligus memberikan solusi untuk itu.
Dr. Andi Wijaya S.Kom. M.T.	Data Science, Machine Learning, Big Data Analytics, Cloud Computing.	Jadwal Bimbingan: Rabu 14.00 - 16.00  Jumat 10.00 - 12.00	Dr. Andi sangat detail dan teliti dalam membimbing mahasiswa. Beliau selalu memastikan bahwa setiap mahasiswa memahami konsep dasar sebelum melanjutkan ke topik yang lebih kompleks. Beliau juga sangat terbuka untuk diskusi dan memberikan banyak referensi bacaan.
Prof. Budi Santoso S.T. M.Sc. Ph.D.	Network Security, Cybersecurity, Cryptography, Ethical Hacking.	Jadwal Bimbingan: Senin 09.00 - 11.00  Kamis 13.00 - 15.00	Prof. Budi dikenal sebagai dosen yang sangat disiplin dan tegas. Beliau menekankan pentingnya etika dalam penelitian dan selalu mendorong mahasiswa untuk berpikir kritis dan analitis. Beliau juga sering memberikan tantangan praktis untuk menguji pemahaman mahasiswa.
Ir. Citra Dewi M.T. Ph.D.	Software Engineering, Agile Development, Development Operational, Mobile Application Development.	Jadwal Bimbingan: Selasa 15.00 - 17.00  Jumat 14.00 - 16.00	Ir. Citra sangat mendukung dan selalu berusaha menciptakan lingkungan yang nyaman bagi mahasiswa. Beliau sering menggunakan pendekatan kolaboratif dalam bimbingan dan mendorong mahasiswa untuk bekerja dalam tim. Beliau juga sangat responsif terhadap pertanyaan dan masalah yang dihadapi mahasiswa.
Dr. Dedi Kurniawan S.T. M.Eng.	Artificial Intelligence, Natural Language Processing, Computer Vision, Robotics.	Jadwal Bimbingan: Rabu 10.00 - 12.00  Kamis 16.00 - 18.00	Dr. Dedi sangat inovatif dan selalu mendorong mahasiswa untuk berpikir out-of-the-box. Beliau sering memberikan proyek-proyek penelitian yang menantang dan relevan dengan perkembangan teknologi terkini. Beliau juga sangat mendukung pengembangan soft skills mahasiswa.
Prof. Eko Prasetyo S.Kom. M.Sc. Ph.D.	Web Development, Internet of Things, Cloud Computing, Blockchain Technology.	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	Prof. Eko sangat berorientasi pada hasil dan selalu mendorong mahasiswa untuk mencapai target penelitian mereka. Beliau sering memberikan feedback konstruktif dan membantu mahasiswa dalam merencanakan langkah-langkah penelitian mereka. Beliau juga sangat mendukung penggunaan teknologi terbaru dalam penelitian.
Ir. Resmana Lim M.Eng.	Electrical Engineering, Internet of Things, Computer Architecture, Computer Theory	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	 



Informasi publikasi dosen

Nama Dosen	Judul Paper	Abstrak/Preview	Jenis	Tahun	Tag
	Aplikasi Tes Kepribadian Online Berbasis Website pada Pusat Konseling dan Pengembangan Pribadi Universitas Kristen Petra	"Kebutuhan akan pengenalan kepribadian diri sendiri sangat dibutuhkan, terutama untuk mengenal siapa diri sendiri dan dapat membantu perusahaan dalam mengetahui siapa yang akan direkrut sebagai pegawai. Dewasa ini, sudah ada beberapa situs yang menawarkan untuk dapat mengerjakan tes kepribadian secara langsung. Namun, hasil dari tes yang telah dikerjakan hanya bisa dilihat untuk satu kali waktu saja, sehingga data tes yang telah didapatkan tidak dapat disimpan untuk keperluan dokumentasi. Untuk membantu pengguna dalam mengetahui kepribadiannya secara benar dan utuh, maka dibuat aplikasi tes kepribadian yang dapat menampilkan hasil tes yang sesuai dengan kepribadian pengguna dan dapat menyimpan hasilnya. Lewat aplikasi ini, pengguna bisa mengenal siapa dirinya dan perusahaan bisa dengan mudah mengenal kepribadian pengguna dengan benar. Tes yang ada meliputi Myers-Briggs Type Indicator, Temperament Test, A/B
Personality Type Test yang memiliki hasil atau keterangan tes yang berbeda. Sehingga pengguna dan perusahaan perlu untuk memilih tes mana yang sesuai dengan kebutuhan. Hasil pengujian menunjukan bahwa tes kepribadian ini mampu menjawab kebutuhan pengguna akan pengenalan kepribadiannya dengan benar dan utuh. Selain itu, hasil dari tes yang telah diambil dan dikerjakan dapat disimpan baik oleh pengguna maupun oleh perusahaan dengan format yang berbeda-beda sesuai dengan kebutuhan. Sehingga baik pengguna maupun pihak perusahaan dapat menyimpan hasil tersebut untuk didokumentasikan dengan format beragam sesuai dengan kebutuhan."	Journal	2019	myers-briggs type indicator, temperament F38test, a/b personality type test, tes kepribadian online
	Sistem Rekomendasi untuk Mahasiswa Mendaftar sebagai Panitia ke dalam Acara Menggunakan Metode Content-Based Recommendation Systems	"Di zaman sekarang ini, teknologi sangat diperlukan dalam melakukan banyak hal yang dapat memudahkan manusia melakukan kegiatannya. tetapi masih banyak hal juga yang masih dilakukan secara manual dan hal itu kurang efektif. Terutama dalam hal melakukan pendaftaran sebagai anggota ke dalam suatu acara di Universitas Krsiten Petra. Tujuan skripsi ini adalah untuk membuat suatu sistem pendaftaran ke dalam suatu acara untuk membantu mahasiswa yang membutuhkan kredit poin organisasi dan mempermudah suatu organisasi untuk penerimaan anggotanya.
Metode yang akan digunakan adalah Content-based recommendation systems, yaitu suatu metode sistem rekomendasi yang menggunakan data-data tentang setiap produk untuk merekomendasikan produk baru. Dalam pembuatan aplikasi ini akan menggunakan data mahasiswa dan data mengenai suatu kegiatan sehingga sistem merekomendasikan divisi kepada mahasiswa sesuai dengan divisi yang penah diikuti oleh seorang mahasiswa dari acara-acara sebelumnya. Pada skripsi ini akan dibuat website dengan menggunakan framework laravel dan databasenya menggunakan MySQL."	Journal	2019	
 	Aplikasi Pencarian Jurnal Ilmiah Dengan Term Frequency-Inverse Document Frequency	Kebutuhan seorang peneliti untuk mencari artikel ilmiah untuk dipelajari maupun sebagai pendukung penelitiannya tidak dapat dihindari. Artikel ilmiah yang kemunculannya pesat membuat jurnal ilmiah yang dicetak lebih lambat penerbitannya dibandingkan dengan website. Oleh karena itu, para peneliti dapat mencari referensi di website agar lebih mudah dan dapat melihat artikel yang terbaru. Namun, hasil pencarian dari artikel ilmiah juga bervariasi di setiap website dan urutan hasilnya terkadang tidak sesuai dengan yang ingin dicari.	Journal	2019	Term Frequency, Inverse Document Frequency, Search Engine, REST, PHP
	Implementasi Digital Signage Menggunakan Raspberry Pi	Digital Signage is a form of information delivery through electronic display media (dynamic). So far, digital signage does not provide features next, previous, like and dislike. So people can not give feedback or have to wait for information to read. In today's digital signage placement we can not tell if many people are reading digital signage.	Journal	2019	Digital Signage, Raspberry Pi, Open CV, Haar Cascade
	Sistem Informasi Administrasi Pada Perusahaan Multicabang AkiXpres	Perusahaan AkiXpres menyediakan berbagai macam jenis barang aki. Saat ini, proses penjualan dan pembelian masih dilakukan secara tertulis ataupun lisan. Hal tersebut dapat menimbulkan beberapa masalah. Pertama, dalam proses perpindahan stok dapat terjadi kesalahan dalam menghitung stok barang yang dimiliki antar cabang. Ketidakcocokan data yang dimiliki dapat membuat data antar cabang yang tidak terintegrasi. Jika data antar cabang tidak sinkron, maka laporan yang dibuat pun menjadi tidak valid. Selain itu, dalam menjalankan setiap proses dibutuhkan waktu sehingga dapat menghambat proses lainnya dan sulit melakukan pencatatan serta membuat laporan. Untuk itu, diperlukan sebuah sistem yang dapat mengelola, mengintegrasikan dan mencatat data dengan baik agar proses dapat berjalan lancar serta menghasilkan laporan.	Journal	2019	Integrasi Informasi, Multi Cabang, Sistem Informasi Administrasi, website
	Perancangan Game Engine Untuk Game Visual Novel Berbasis Android Dengan Diagram Alur Cerita	Untuk membuat sebuah game, diperlukan beberapa komponen inti seperti graphic, sound dan animation. Dalam pembuatan komponen tersebut, terkadang ditemukan beberapa kendala karena jumlah komponen yang dibuat cukup banyak dan harus dikerjakan secara manual. Game engine adalah sebuah software yang dapat mempermudah developer dalam membuat sebuah game. Fitur yang terdapat di dalam game engine termasuk graphic, sound dan animation akan membantu developer, sehingga developer tidak perlu memikirkan lagi proses tersebut secara manual. Visual Novel (VN) termasuk salah video game interaktif yang menampilkan cerita novel dalam bentuk gambar statis, audio, dan video. Sebuah VN yang menarik dibuat melalui proses narasi dan dialog antar karakter yang disajikan, dengan teks diiringi dengan gambar dan suara yang akan memberikan kesan hidup pada karakter yang ada.	Journal	2019	Game Engine, Visual Novel, Story Flow Diagram, Android
	Aplikasi Mobile Untuk Sistem Presensi Dosen dan Karyawan Universitas Kristen Petra	Dalam menjalankan kegiatan sehari-hari, pegawai perlu untuk melakukan presensi, yang merupakan salah satu syarat untuk proses perhitungan gaji. Presensi adalah tingkat kehadiran pegawai yang berkenaan dengan tanggung jawab. Setiap dosen tetap dan karyawan tetap Universitas Kristen Petra selalu melakukan presensi saat masuk dan saat pulang. Pada pencatatan presensi kehadiran banyak sekali ditemukan sebagian data kehadiran yang kosong (tidak terekam) atau kembar pada saat proses rekapitulasi di akhir periode. Hal tersebut terjadi karena pegawai ada yang lupa, merasa sudah melakukan presensi, atau tidak yakin apakah data presensinya sudah terekam atau belum. Sehingga pegawai melakukan presensi kembali untuk memastikan bahwa data kehadirannya terekam. Saat ini untuk melakukan proses pengecekkan data presensi, pegawai harus masuk melalui protal sim. petra. ac. id terlebih dahulu. Kemudian setiap kali masuk, pegawai perlu melakukan pengisian username dan password untuk proses login. Hal tersebut merupakan hal yang dirasa kurang praktis dan efisien. Karena hanya untuk melakukan pengecekkan presensi kehadiran setiap harinya, pegawai perlu masuk ke portal dan login terlebih dahulu.	Journal	2019	 Presensi, Android, Firebase Cloud Messaging, Perhitungan Presensi
	Game Membangun Kerajaan dengan Procedural Generated Map Menggunakan Perlin Noise	Video game sudah banyak beredar pada zaman sekarang. Salah satu genre yang digemari adalah city building survival. Pada tipe game ini map berperan sangat penting karena pemain akan membangun bangunannya diatas map. Pada penelitian ini akan digunakan metode perlin noise untuk membuat map secara procedural sehingga pada setiap permainan map akan berbeda.	Journal	2019	Perlin Noise, City Building Survival, Real-Time Strategy, Video Game
	Penerapan Sistem Channel Management untuk Aplikasi Manajemen E-commerce pada Pemilik Toko Online Multi Channel	Ekonomi digital di Indonesia sangat berpotensi untuk terus tumbuh, yang dilihat dari tahun-tahun sebelumnya dan perkembangan teknologi yang semakin pesat. Hampir setiap orang di kota-kota besar pernah melakukan belanja online. Hal ini merupakan peluang bagi penjual toko online untuk dapat berlomba-lomba mendapatkan pelanggan dengan membuka toko di setiap platform e-commerce. Penjual yang memiliki banyak platform toko online juga mendapatkan manfaat yang menguntungkan bagi penjual. Penjual dapat menjangkau pelanggan-pelanggan yang setia pada satu e-commerce, tidak hanya itu saja penjual dapat menciptakan brand nya sendiri.	Journal	2019	
	Penerapan Screen Mirroring Android Pada Projector Menggunakan Raspberry Pi	Dulu, cara untuk menggunakan projector hanya bisa dilakukan dengan menggunakan kabel VGA yang kemudian dihubungkan dengan laptop atau desktop pc yang memiliki VGA connector. ketika projector dan laptop atau desktop pc sudah terhubung, proyektor akan menduplikasi layar desktop pc atau laptop yang kemudian akan ditampilkan di layar proyektor. Pada skripsi ini dilakukan pembuatan aplikasi untuk memanfaatkan framework Gstreamer untuk membuat aplikasi yang dapat melakukan screen mirroring dan menggunakan Raspberry Pi untuk menampilkan hasil mirroring di projector, sehingga user dapat melakukan presentasi dengan menggunakan smartphone dan tidak memerlukan kabel. Hasil pengujian aplikasi menunjukkan bahwa terjadi delay dalam mirroring menyebabkan layar smartphone yang di mirroring dan ditampilkan di Raspberry Pi mengalami update frame yang sangat lambat. Hal ini disebabkan oleh hardware Raspberry Pi yang kurang mendukung Raspberry Pi untuk melakukan mirroring dengan lancar.	Journal	2019	Projector, screen mirroring, Gstreamer, Raspberry Pi
	Linux PAM to LDAP authentication migration	Authentication of Linux system users are maintained by PAM (Plugable Authentication Module). LDAP (Lightweight Directory Access Protocol) is used to replace the local user account authentication. Our existing environment uses PAM through Dovecot POP3 and RADIUS for authen-tication.This research focuses on the implementation of LDAP as an authentication service and migration of accounts and applications. Implementation and migration using account data that is using P AM. An application is also developed to search and modify existing account, and creating new account. Based on test performed, the account migration is successful. Testing the migrated accounts were performed. Also response time that is needed by LDAP to authenticate is shorter than the existing system which uses POP3 and RADIUS.	Konferensi	2017	Migration, LDAP, PAM, Linux, authentication
	Android application for monitoring soil moisture using raspberry pi	The growing population causes increasing clean water demand. This leads to a crisis of water demand due to high water consumption. During the dry season, water availability becomes increasingly rare for crop needs. To obtain maximum crop production, the availability of water should be sufficient. Therefore, an application for Android was created to assist monitoring of soil moisture. This application obtains data from the sensor which is connected to Raspberry Pi 3. This data will be sent to the server and displayed on Android application. LED indicator is provided to notify the water supply for the plants. The final result of this research is a system application development where a sensor with analog data can be converted into percentages and displayed in the Android application. From this percentage, users can set the indicator for the sensor to turn on the LED	Konferensi	2017	IoT, LED, Raspberry Pi, Sensor, Soil Moisture
	Development of mobile indoor positioning system application using android and bluetooth low energy with trilateration method	The development of information technology and the concept of smart city began to grow. Information technology needed by the public that is looking for information position and location of destination in the building (indoor positionting). Indoor positioning using WiFi has limits on location placement. To overcome these shortcomings are used sensor beacon bluetooth low energy with the advantages of having low power consumption and relatively small dimensions that can be placed in various places that are difficult to reach by WiFi. Indoor Positioning System (IPS) is a system for knowing the position of objects or people in a room by using radio waves, magnetic fields, or other sensors obtained by mobile devices. The indoor positioning method is divided into deterministic and probabilistic	Konferensi	2017	Indoor Positioning System, Trilateration, Bluetooth Low Energy, Android.
	mplementasi Wireless Router dengan Menggunakan Raspberry Pi 3	Pada saat ini, router menjadi salah satu kebutuhan yang penting. Kebanyakan user menggunakan router yang umum di jual di pasaran, dan router tersebut hanya dapat berfungsi sebagai router saja, dalam sisi finansial pastinya tidak menguntungkan. Melihat permasalahan tersebut, maka dilakukan Implementasi	Journal	2017	
	Sistem Informasi Penggajian Karyawan Pada PT. X Berbasis Web	PT. X adalah perusahaan yang bergerak di bidang penjualan dan jasa barang-barang instrument pabrik. Perusahaan sebagai supplier untuk perusahaan lain yang membutuhkan instrument pabrik. Instrument pabrik yang dijual oleh perusahaan ini antara lain control valves, liquid level meters, self operated regulators, dan schuh technology. PT. X sekarang telah memiliki banyak customer dari seluruh Indonesia khususnya di pulau Jawa dan Kalimantan. Saat ini PT. X telah memiliki karyawan yang bertambah seiring dengan berkembangkanya perusahaan. Salah satu hal yang perlu diperhatikan dengan bertambahnya karyawan adalah pengelolahan dalam sektor penggajian. Perusahaan ini masih menerapkan sistem penggajian secara manual dengan menggunakan Microsoft Office Excel. Sistem penggajian secara manual akan memperlambat efektivitas waktu dalam mengelola gaji karyawan. Berdasarkan dari permasalahan yang sebelumnya, maka salah satu solusi yang dapat dilakukan adalah dengan pembuatan sistem informasi penggajian karyawan pada PT. X. sistem ini dibuat dengan bahasa pemrograman PHP dan menggunakan MySQL sebagai database. Sistem ini diharapkan dapat meningkatkan efektivitas waktu dalam mengelola gaji karyawan	Journal	2017	Sistem Informasi Penggajian, Website, PHP, MySQL
	Sistem Pendukung Keputusan Berbasis Android untuk memberi Rekomendasi Jodoh dengan menggunakan Metode Simple Additive Weighting	Selama ini perjodohan dilakukan dengan cara proses perkenalan yang dimaksudkan untuk menikah. Pada umumnya, perkenalan dilaksanakan dengan tukar menukar biodata antara lelaki dan perempuan yang didampingi oleh perantara misalnya orang tua, keluarga dekat, teman atau biro jodoh. Hal ini tentu saja mempersulit pria dan wanita yang ingin mencari jodoh karena jika pria dan wanita ingin bertemu, mereka harus bertatap muka. Selain itu tanpa menggunakan alat komunikasi pria dan wanita tidak akan bisa mengungkapkan perasaan masing-masing.	Journal	2017	 Sistem Pendukung Keputusan, Rekomendasi Jodoh, Simple Additive Weighting, Android, Telegram
	Aplikasi Sistem Informasi Pertanahan Berbasis Website Pada Kantor Pertanahan Kabupaten Kupang Provinsi NTT	Saat ini, Kantor Pertanahan Kabupaten Kupang dalam memberikan informasi layanan kepada masyarakat dalam mengurus sertifikat tanah masih dilakukan secara manual sehingga pemohon yang ingin mengetahui proses pengurusan sertifikat tanah harus datang secara langsung di Kantor Pertanahan Kabupaten Kupang. Hal ini mengakibatkan sulitnya masyarakat untuk memperoleh informasi tentang pertanahan, pendaftaran permohonan dan informasi tentang status pembuatan sertifikat sampai sertifikat selesai dibuat. Fitur yang terdapat dalam aplikasi ini adalah pemohon dapat melakukan pendaftaran permohonan pembuatan sertifikat tanah. Setelah itu petugas loket dapat melihat data permohonan dan melakukan update status sertifikat sampai sertifikat selesai dibuat. Hasil akhir dari pengembangan aplikasi ini adalah dapat melakukan pengisian formulir pendaftaran, dapat menerima informasi mengenai perkembangan proses pengurusan sertifikat tanah melalui website dan SMS dari masing-masih proses layanan sampai sertifikat selesai dibuat, dapat menampilkan informasi seputar layanan. Pegawai kantor juga dapat melihat laporan dan grafik pembuatan sertifikat.	Journal	2017	BPN, sertifikat, SMS Gateway Me, aplikasi, website.
	Aplikasi Tablet Interaktif In-Room Guest Services Bebasis Android Pada Hotel Grand Duta Palu	"Saat ini, Hotel Grand Duta masih melayani proses pemesanan secara manual. Proses pemesanan yang masih menggunakan telepon kadang kala terjadi suatu kesalahan miss commucation. Hal ini mengakibatkan pemesanan jadi tertunda atau pemesanan tidak sesuai yang diinginkan.
Fitur yang terdapat pada aplikasi ini tamu hotel dapat melakukan pemesanan di setiap bagian. Contohnya pada bagian Room Service untuk pemesanan makanan ataupun minuman. Proses ini langsung terhubung dengan bagian Room Service tanpa harus melalui Front Desk lagi. Hasil akhir dari pengembangan aplikasi ini adalah dapat melakukan proses pemesanan secara online, dapat menerima notifikasi langsung mengenai pemesanan dapat diproses atau tidak. Dan memudahkan pegawai dalam mengecek pesanan dari tamu."	Journal	2017	
	Fitur Pengkategorian Otomatis dari Gambar Berbasis Web dengan Metode SURF dan Haar Cascade Classifiers	"Ecommerce merupakan Market Place dan merupakan kemajuan teknologi saat ini dimana sekarang banyak digunakan oleh masyarakat luas untuk melakukan transaksi barang-barang yang dibutuhkan karena mudah dan praktis. Berbelanja dengan menggunakan Ecommerce juga tergolong sangat murah dan harga sangat bersaing daripada toko konvensional yang lebih mahal karena terdapat biaya-biaya operasional yang besar. Tetapi kesalahan data yang terdapat pada Ecommerce lebih besar daripada sebuah toko konvensional, karena barang tersebut tergantung dari masing-masing orang yang menginputkan.
Dengan semakin berkembangnya teknologi, terutama pada Web Service yang membantu Ecommerce yang semakin canggih, tentunya terdapat solusi untuk mengatasi permasalahan dan mengurangi kesalahan input yang tentunya dapat merugikan kedua belah pihak. Salah satunya adalah kecerdasan komputer yang dikembangkan untuk dapat mendeteksi dan mengenali suatu benda."	Journal	2017	Website, Web Service, Ecommerce, Pendeteksian Obyek, Pengenalan Obyek, Haar Cascade Classifiers, SURF, Feature Match.
	Pembuatan Aplikasi Layanan Pengguna Perpustakaan Universitas Kristen Petra Dengan Fitur Barcode Dan Metode REST Pada Pengusulan Koleksi	"Berbagai proses layanan perpustakaan yang ada di Universitas Kristen Petra saat ini sudah berjalan cukup baik. Tetapi perkembangan zaman membuat perpustakaan Universitas Kristen Petra harus selalu melakukan inovasi didalam pelayanannya. Mulai dari merubah sistem yang sebelumnya manual menjadi terkomputerisasi, menyediakan akses informasi yang lengkap serta dapat diakses dari berbagai teknologi.
Aplikasi layanan pengguna perpustakaan Universitas Kristen Petra ini didesain untuk memepermudah pengguna dalam mengakses berbagai layanan yang ada di perpustakaan Unversitas Kristen Petra, seperti menyediakan informasi seputar koleksi yang sedang dipinjam, dan informasi seputar koleksi yang ingin dipesan. Selain itu aplikasi ini juga menyediakan fitur pengusulan koleksi, agar pengguna dapat menyarankan berbagai koleksi seperti buku, jurnal, majalah dan sebagainya kepada pustakawan untuk menambah koleksi yang ada di perpustakaan."	Journal	2017	 Aplikasi android, Perpustakaan, REST, Web Service
	"
Pembuatan Aplikasi Reservasi Dokter Praktek Di Apotek ACP Ambon Berbasis Web Dan Android"	"Apotek ACP Ambon merupakan salah satu apotek terbesar di Kota Ambon. Pada apotek ini untuk mereservasi dokter praktek pasien harus datang terlebih dahulu ke apotek untuk mendaftar, jika pasien mendapatkan nomor antrian yang besar pasien lebih memilih untuk pulang dan kembali. Hal ini sangat tidak efisien. Selain itu, sering kali ketika pasien kembali nomor antrian pasien tersebut sudah dilewati sehingga pasien harus menunggu sampai nomor antrian terakhir baru pasien tersebut dapat dilayani. Dalam pembuatan rekam medis pasien dan resep dokter yang masih menggunakan kertas juga seringkali menyebabkan beberapa masalah. Seperti, kertas rekam medis pasien dan resep dokter dapat hilang atau rusak, serta proses perekapan data rekam medis pasien dan resep dokter menjadi lebih susah. Untuk itu, diperlukan sebuah aplikasi reservasi dokter di Apotek ACP Ambon dengan mengintegrasikan antara teknologi website dengan smartphone berbasis Android.
Aplikasi ini dibuat dengan menggunakan bahasa pemrograman HTML, PHP, JavaScript, dan database MySQL pada aplikasi berbasis web. Bahasa pemograman Java dan database SQLite pada aplikasi berbasis Android. Tampilan aplikasi menggunakan template Bootstrap. Fitur notifikasi untuk nomor antrian pasien pada aplikasi berbasis Android menggunakan Firebase Cloud Massaging (FCM)."	Journal	2017	
	Migrating Autolux Website From Modx to Phalconphp with Further Developments (Search Engine Optimization and Mobile Application Support Implementation)	Autolux Project is owned by DTT Multimedia BV Autolux is a platform for car lovers sharing their information about favorite or latest cars. The website was built in MODx (CMS framework) which considered being old and heavy by the company. With that very reason, a project to migrate the website from MODx into PhalconPHP (pure PHP framework) was started. Migrating website from MODx to PhalconPHP was a success, and to boost the website popularity, the first thing to do is to implement the SEO standards. Another demand by the company was for the website to be responsive and using OOP standarts. Responsive website can be reached by using the help of libraries. PhalconPHP already implemented OOP, thus the developer will follow the MVC pattern given and refine it by doing more separation of concerns. Later on, the developer also put more refinements on the website to boost the speed of page loading, support multilingual, and management system.	Journal	2017	 Website, PhalconPHP, PHP, Search Engine Optimization, User Generated Content, infinite scroll, multilingual, push notification, Mobile API.
	Pembuatan Aplikasi Manajemen Kendaraan berbasis Android	Banyak pengguna kendaraan yang menggunakan smartphone berbasis Android. Dalam menggunakan kendaraan, pengguna kendaraan harus mengetahui bagaimana mengelola kendaraan dengan baik dan benar, agar mereka dapat memastikan kendaraannya dalam keadaan yang baik.	Journal	2017	Manajemen kendaraan, Android, Android Studio, Google Drive, Dropbox, Google Calendar
	Sistem Informasi Manajemen pada Apotek Christ Berbasis Website	"Apotek Christ yang berlokasi di Surabaya adalah sebuah bidang usaha yang bergerak di bidang farmasi, sebagai penyedia obat. Proses bisnis yang dilakukan di apotek adalah pemesanan dan pembelian obat kepada supplier dan penjualan obat berdasarkan resep maupun obat bebas, hingga melayani program BPJS. Proses bisnis yang dilakukan apotek sekarang masih bergantung pada kontrol manual yang dilakukan oleh manusia sehingga beberapa kali terjadi risiko human error yang dapat menimbulkan masalah pada proses bisnis yang berlangsung. Selain itu, proses pembuatan laporan masih dibuat dengan manual.
Melihat masalah yang muncul maka diperlukan suatu penyelesaian yaitu sistem informasi manajemen berbasis website bagi apotek agar dapat terkomputerisasi dan meningkatkan kontrol proses bisnis pada apotek. Sistem informasi manajemen yang dibuat dengan menggunakan bahasa PHP, HTML, CSS, Javascript, dan jQuery serta MySQL untuk pengelolaan database. Adapun yang dihasilkan dari sistem infromasi manajemen apotek adalah pencatatan master data obat, supplier, kategori obat, satuan, konversi. Selain itu pencatatan transaksi penjualan dan pembelian yang meliputi pemesanan barang, bukti barang masuk, retur pembelian hingga penjualan obat dan pelayanan BPJS. Laporan yang dihasilkan dari program ini adalah laporan laba rugi, laporan BPJS, laporan obat narkotika dan psikotropika, laporan konsinyasi dan laporan pembayaran hutang."	Journal	2017	Sistem Informasi, Sistem Informasi Manajemen, Apotek
	Indexing dan Searching Document Menggunakan Metode Semantic Suffix Tree Clustering Berbasis Android	"Perangkat smartphone berbasis android sudah menjadi bagian hidup bagi penggunanya di zaman modern seperti saat ini. Pengguna menggunakan smartphone untuk mendukung aktivitas harian seperti diantaranya adalah membaca dan menyimpan dokumen elektronik Pdf, Word dan lain-lain. Pengguna smartphone seringkali lupa terhadap lokasi penyimpanan dokumen elektronik.
Penelitian ini dilakukan untuk membantu pengguna smartphone android mencari dokumen yang mencerminkan keyword pengguna secara semantic atau kata asli di dalam smartphone pengguna. Hasil pencarian dokumen adalah dokumen yang mencerminkan input pengguna secara semantic atau kata asli"	Journal	2017	Clustering, suffix tree, semantic, pencarian dokumen, android
	Pembuatan Alert Sistem Komputer Kabel dan Nirkabel di UK. Petra	Sistem monitoring merupakan komponen penting yang diperlukan suatu system datacenter. Permasalahan dapat saja terjadi apabila suatu system datacenter tidak memiliki system monitoring.	Journal	2017	Zabbix, monitoring jaringan, Telegram API, SMS API
	Pembuatan Aplikasi Delivery Order dengan Menggunakan HTML5 Berbasis Mobile	"Di tengah banyaknya aktifitas yang terus meningkat, dan banyak menyita waktu masyarakat untuk membeli makan langsung ke tempat makan atau depot yang diinginkan, serta tidak sempat untuk mencuci pakaian dan lain-lain. Maka beberapa depot makanan serta tempat laundry melalui contoh kasus yang ada, melahirkan suatu solusi dengan menyediakan layanan pesan dan kirim makanan serta mengambil kemudian mengantar cucian ke tempat pemesan. Kebanyakan depot makanan serta tempat laundry, yang telah memakai layanan pesan antar pada tempat makan dan ambil antar pada tempat laundry, menggunakan sistem panggilan via telepon atau mengirimkan pesan singkat. Apabila terdapat contoh kasus, jika seseorang tersebut tidak tahu berapa nomor telepon depot makanan yang menyediakan layanan pesan antar, serta tidak tahu menu apa saja yang tersedia, maka pastilah seseorang tersebut terpaksa keluar rumah dan mencari depot makanan itu serta memastikannya secara langsung.
Dengan menggunakan aplikasi, dengan internet yang terinstal pada perangkat gadget pada sistem operasi Android, layanan pesan antar ini dapat diakses lebih praktis dan penggunaannya sangat mudah, serta keuntungan lainnya dapat menghemat waktu dan biaya"	Journal	2017	Pesan Antar, Mobile device, HTML5, PhoneGap, Google Map
	Pembuatan Aplikasi Point of Sales dan Online Shop Berbasis Web Menggunakan Framework Laravel	Perdagangan merupakan kegiatan transaksi antara penjual dan pembeli. Transaksi ini biasanya berupa penukaran uang pembeli dengan barang atau jasa dari penjual. Bagi banyak orang perdagangan juga merupakan sebuah peluang untuk meningkatkan profit. Tetapi juga harus pandai dalam memprediksi permintaan konsumen, untuk meminimalisir kekadaluarsaan barang yang akan mengakibatkan kerugian dan tentunya mengurangi profit bagi perusahaan atau toko–toko.	Journal	2017	Bisnis, Perdagangan, Sistem, Barcode, ECommerce , WebPOS , Online Shop.
	Pembuatan Aplikasi Delivery Order Bunga pada Toko X Berbasis Mobile	Dijaman saat ini banyak masyarakat yang ingin serba cepat, mudah dan menggunakan sedikit tenaga. Banyak masyarakat yang malas bepergian keluar. Dari Contoh kasus ini melahirkan suatu trobosan terbaru menyediakan aplikasi layanan pesan pengiriman bunga.	Journal	2017	
